row ID,m/z,retention time
12.0,415.2109186662946,9.200065619047622
14.0,437.1929364250702,9.200345469255659
16.0,457.27672732960093,10.47196893939394
19.0,327.17755031585693,8.66387357954545
22.0,553.2553666109419,12.873119303201511
23.0,119.08596249284416,9.200256609195408
25.0,629.3716957785866,16.71557263257578
26.0,480.30774966969216,10.962873627450977
28.0,522.3545127209321,10.996963786008227
31.0,763.5153640220905,16.248347701149427
33.0,750.4055441998421,16.35035425531915
35.0,631.4930080262955,17.059570338983054
38.0,576.3312000339314,12.877646798493412
39.0,851.3963263240862,9.19807767489712
40.0,338.3411009504989,14.714318243243241
41.0,429.2407498414489,14.612099616858233
42.0,786.5331163077519,18.823862068965518
43.0,569.229357358426,12.868592467043321
45.0,786.532326775628,16.13361734234235
47.0,531.2734031892767,12.876640772128065
50.0,616.1760457356771,8.650042592592593
52.0,481.2832095208997,14.773146606786428
55.0,391.2836497678595,14.617848305084749
57.0,441.2967802754948,15.199724063670413
58.0,709.3795318603516,16.45545555555556
59.0,698.4976785182953,15.605881380208327
62.0,288.28938221931463,8.459871875
64.0,808.5812083653043,19.313841666666665
71.0,482.32329600941046,11.926101717171722
74.0,806.5654801262749,17.44644282407406
77.0,686.500341481176,17.05941762452108
78.0,453.2371316932769,12.327939156626508
83.0,385.15345717639457,12.233211890243902
84.0,251.04673786044862,12.233223602484472
85.0,453.166951751709,9.212741145833338
86.0,784.5826653949284,17.454670903954796
89.0,227.08298207945742,9.199145480225983
93.0,652.4476320154528,16.707829313725505
94.0,135.08082216635518,9.20076867816092
96.0,701.4083467371323,18.85039485294118
100.0,478.2922423079208,10.319193130630632
101.0,427.2506611851284,14.715115904761909
103.0,531.8494354075631,8.491554708097931
105.0,124.96724580066041,0.1797612211221122
108.0,504.35905729021346,14.774072619047626
109.0,454.29220600492636,10.7237314225053
110.0,521.3148716016748,14.886813505747126
112.0,97.969071949998,0.12663721461187213
113.0,609.3244246113508,17.330560597302497
114.0,504.35930124918616,16.109627777777778
117.0,520.3388545963314,10.353545571095577
118.0,120.08113704926788,0.9882651072124758
119.0,675.4221909319767,15.606360655737705
124.0,434.18493757576783,9.204223275862065
125.0,701.4097714181672,16.13495310734463
127.0,141.95882757504782,0.13211059027777775
129.0,753.4216019271255,18.793023593073602
132.0,379.28114178536947,14.514003256704981
134.0,316.3205220540365,9.430294666666663
135.0,726.5287057303049,16.456148135198138
137.0,460.26891210523695,9.201554990583807
140.0,281.13822231402975,9.199674566473991
142.0,432.2376376881319,9.20036323529412
144.0,680.4787497384207,18.805026904761906
150.0,539.3251423305935,15.331313657407405
152.0,315.1927558853781,11.194703254437874
154.0,379.31761101110664,14.101139552238807
156.0,226.951422395762,0.4893169590643279
157.0,744.5528765869141,19.991750000000003
158.0,821.408927359232,18.826965040650407
159.0,637.3043819354598,13.03416082802548
160.0,257.2472835926528,13.62873735955056
164.0,299.1615646986933,10.439146003898637
166.0,436.3415954589844,14.616443333333335
169.0,430.2430830140045,5.1289229468599045
171.0,680.4788872705748,16.11576872146119
174.0,570.4216910372959,7.794917228464419
176.0,481.3127922751687,13.050693636363635
180.0,718.5371254814995,20.04890324074074
181.0,452.3210011106549,10.470666666666665
183.0,659.2860685307928,13.034962174940894
184.0,607.3900453394109,16.717968181818193
187.0,550.6270687218869,14.583096464646466
190.0,830.5652946412094,16.943623622047244
191.0,309.58174000615656,8.676445652173914
195.0,535.33014363256,15.016133477011495
197.0,740.5187742445204,20.025920833333327
201.0,502.2897229581265,10.980760360360362
202.0,235.1690997210416,10.288601704545453
205.0,185.11475178111684,5.261815000000001
209.0,522.5961836802809,14.310425316455696
215.0,782.565648745184,19.40021301369862
219.0,721.3552506275666,14.554142735042731
220.0,496.3389274644555,10.759705693581779
225.0,485.22714887346535,10.504010714285714
228.0,629.3719663118061,19.29650614035088
230.0,280.65479888916013,11.015373750000006
231.0,521.3207771433572,12.526155202312147
234.0,368.38795725504565,16.02295782828282
236.0,544.3363958394751,11.003965723270442
237.0,357.2143528503779,5.181394181459568
240.0,531.2734646851989,9.20128074712644
247.0,132.10223792848132,0.7537394841269841
249.0,604.4057137135709,7.93519007490637
252.0,160.0462021246189,9.202510569105693
254.0,461.3477668519232,6.258646390658172
256.0,298.3464193562515,10.678675445292619
257.0,282.2788602914383,10.544159452736316
260.0,225.1482354736328,7.88223380952381
267.0,285.1692816286671,11.032915873015867
270.0,300.19882211509656,4.27773435582822
275.0,249.18476142181208,10.321673312883435
279.0,468.4403106049224,11.72148216783217
281.0,329.24205555635336,14.535671568627448
282.0,413.26609675089514,19.899629166666667
287.0,563.3614978790282,15.592417361111105
288.0,703.451816435783,16.455689784946244
290.0,245.07832801948157,8.185263088512245
291.0,326.37754384587316,10.88839400749064
293.0,244.26320975167408,8.719113888888888
296.0,482.31539981015084,7.91299801864802
297.0,241.20341796875,6.08367111111111
299.0,119.085996401512,12.87513116760829
303.0,694.3432621547154,19.280206666666672
304.0,282.2788318775318,12.833192839506175
314.0,562.4014754949832,15.333280065359476
317.0,523.3235790776272,13.843620588235293
320.0,427.25084533691404,17.329919999999994
322.0,301.1407408124945,11.00087958801498
327.0,669.4394229581986,18.057545785440613
342.0,269.0994289398193,12.058135
346.0,607.3901919958728,18.805003773584897
351.0,804.549482457778,16.239348039215685
353.0,524.3700901247421,11.960845807127875
355.0,651.4374241420201,18.528241190476194
358.0,707.4536711594154,16.699510344827587
360.0,540.4248719146286,11.153214975845408
362.0,316.2116869333628,3.684185022522523
364.0,339.2888954494311,10.774097681159414
367.0,451.1643522644043,8.690410000000002
368.0,455.15911846850287,10.709360742971883
369.0,707.5279994655299,17.089094594594595
371.0,653.3170692180764,19.275481034482752
375.0,736.5419432757652,16.124436986301376
376.0,553.310551570012,10.787073076923079
378.0,736.5417507595487,19.09483962962963
385.0,738.5032290754648,17.850324137931036
390.0,544.3383531685337,10.361704016064257
392.0,459.30165405273436,16.11530466666667
398.0,385.29231546091484,11.969786434108524
399.0,459.3015183465329,14.772619749518306
404.0,575.4123012376867,12.336947536231884
407.0,538.8572747646234,8.671495085470088
